GenericName	SideeffectTerm	FrequencyRatingValue	
aztreonam	thrombocytosis	4
aztreonam	abdominal pain	4
aztreonam	chest discomfort	4
aztreonam	aspartate aminotransferase increased	4
ibuprofen	blood lactate dehydrogenase increased	5
ibuprofen	hypoglycaemia	5
ibuprofen	hyponatraemia	5
ibuprofen	somnolence	5
ibuprofen	hypoxia	3
ibuprofen	constipation	5
ibuprofen	bacteraemia	5
ibuprofen	blood creatinine increased	5
ibuprofen	diarrhoea	5
ibuprofen	respiratory tract infection	5
ibuprofen	adrenal insufficiency	4
ibuprofen	oedema	4
ibuprofen	renal impairment	4
ibuprofen	cough	4
ibuprofen	urinary retention	4
ibuprofen	vomiting	5
ibuprofen	hypoproteinaemia	5
ibuprofen	hypoalbuminaemia	5
ibuprofen	urinary tract infection	4
ibuprofen	atelectasis	4
ibuprofen	pneumothorax	4
ibuprofen	apnoea	5
ibuprofen	headache	5
ibuprofen	gastrointestinal disorder	5
ibuprofen	dizziness	4
ibuprofen	abdominal discomfort	4
ibuprofen	haemoglobin decreased	4
ibuprofen	thrombocytosis	5
ibuprofen	respiratory failure	5
ibuprofen	dyspepsia	4
ibuprofen	oedema peripheral	4
ibuprofen	skin lesion	5
ibuprofen	pruritus	4
ibuprofen	hypocalcaemia	5
ibuprofen	hypernatraemia	4
lidocaine	cardiac arrest	2
lidocaine	vomiting	4
lidocaine	nervous system disorder	3
lidocaine	nausea	4
lidocaine	cardiac disorder	2
candesartan	renal impairment	4
candesartan	hyperkalaemia	4
candesartan	headache	3
candesartan	dizziness	3
candesartan	hypotension	4
topiramate	aggression	3
topiramate	mania	3
topiramate	disorientation	4
topiramate	eye disorder	4
topiramate	candida infection	4
topiramate	asthenia	2
topiramate	decreased appetite	3
topiramate	polycythaemia	2
topiramate	haemorrhoids	4
topiramate	gait disturbance	4
topiramate	leukopenia	4
topiramate	breast pain	4
topiramate	tongue disorder	3
topiramate	hypoglycaemia	3
topiramate	hyporeflexia	4
topiramate	hyponatraemia	2
topiramate	viral infection	4
topiramate	somnolence	3
topiramate	depressed level of consciousness	4
topiramate	loss of consciousness	4
topiramate	paraesthesia	4
topiramate	constipation	4
topiramate	nephrolithiasis	3
topiramate	feeling abnormal	3
topiramate	osteoarthritis	4
topiramate	cardiovascular disorder	4
topiramate	mastitis	4
topiramate	dyskinesia	3
topiramate	pharyngitis	4
topiramate	anxiety	4
topiramate	pneumonia	4
topiramate	hallucination	3
topiramate	bronchitis	4
topiramate	hyperaesthesia	3
topiramate	coordination abnormal	4
topiramate	disturbance in attention	4
topiramate	dry eye	3
topiramate	dermatitis	3
topiramate	encephalopathy	3
topiramate	angle closure glaucoma	1
topiramate	nasopharyngitis	3
topiramate	laryngitis	4
topiramate	blood creatinine increased	2
topiramate	hypophosphataemia	2
topiramate	urine analysis abnormal	4
topiramate	neoplasm	4
topiramate	balance disorder	4
topiramate	hypohidrosis	3
topiramate	glossitis	4
topiramate	sinusitis	4
topiramate	ejaculation disorder	3
topiramate	hot flush	4
topiramate	parosmia	3
topiramate	urinary incontinence	4
topiramate	syncope	4
topiramate	seborrhoeic dermatitis	3
topiramate	pollakiuria	4
topiramate	flatulence	4
topiramate	diplopia	4
topiramate	malnutrition	4
topiramate	rhinitis	4
topiramate	apraxia	3
topiramate	urticaria	4
topiramate	renal pain	3
topiramate	flat affect	4
topiramate	polyuria	3
topiramate	lymphadenopathy	3
topiramate	psychotic disorder	3
topiramate	eosinophilia	3
topiramate	menstrual disorder	4
topiramate	diarrhoea	3
topiramate	electroencephalogram abnormal	3
topiramate	acidosis	4
topiramate	vaginal infection	5
topiramate	tachycardia	4
topiramate	mydriasis	3
topiramate	dyspnoea	4
topiramate	nystagmus	5
topiramate	hypersensitivity	4
topiramate	menorrhagia	4
topiramate	lacrimal disorder	3
topiramate	photophobia	3
topiramate	insomnia	3
topiramate	confusional state	3
topiramate	skin odour abnormal	3
topiramate	metrorrhagia	4
topiramate	oedema	4
topiramate	gastrooesophageal reflux disease	4
topiramate	skin disorder	4
topiramate	cough	4
topiramate	tongue oedema	3
topiramate	gastroenteritis	4
topiramate	skin discolouration	3
topiramate	myalgia	4
topiramate	anger	4
topiramate	neutropenia	1
topiramate	abdominal distension	3
topiramate	pain	4
topiramate	musculoskeletal chest pain	4
topiramate	urinary retention	3
topiramate	alanine aminotransferase increased	3
topiramate	weight increased	3
topiramate	tinnitus	4
topiramate	lethargy	4
topiramate	diabetes mellitus	3
topiramate	arthropathy	3
topiramate	mental disability	4
topiramate	vasospasm	2
topiramate	hyperlipidaemia	3
topiramate	sleep disorder	4
topiramate	agranulocytosis	3
topiramate	hyperkinesia	4
topiramate	cystitis	4
topiramate	hypertrichosis	4
topiramate	increased appetite	4
topiramate	toothache	4
topiramate	ear pain	3
topiramate	delirium	3
topiramate	nocturia	3
topiramate	dehydration	4
topiramate	phlebitis	3
topiramate	albuminuria	3
topiramate	pancytopenia	2
topiramate	metabolic acidosis	1
topiramate	upper respiratory tract infection	5
topiramate	blood alkaline phosphatase increased	3
topiramate	paraesthesia oral	4
topiramate	dysgeusia	3
topiramate	hypertension	4
topiramate	vertigo	4
topiramate	apathy	4
topiramate	urinary tract disorder	4
topiramate	muscle contractions involuntary	4
topiramate	pulmonary embolism	3
topiramate	vascular purpura	4
topiramate	conjunctivitis	4
topiramate	vomiting	3
topiramate	stupor	4
topiramate	oesophagitis	3
topiramate	haemoglobin	4
topiramate	weight decreased	4
topiramate	lymphocytosis	2
topiramate	ageusia	4
topiramate	bradycardia	4
topiramate	urinary tract infection	4
topiramate	aphasia	4
topiramate	abdominal pain upper	4
topiramate	vasodilation procedure	3
topiramate	pain in extremity	4
topiramate	headache	3
topiramate	xerophthalmia	3
topiramate	oliguria	3
topiramate	neuropathy peripheral	4
topiramate	rash erythematous	4
topiramate	gastrointestinal disorder	4
topiramate	gastritis	4
topiramate	paranoia	3
topiramate	body temperature increased	3
topiramate	speech disorder	3
topiramate	dizziness	4
topiramate	thrombocytopenia	4
topiramate	breast discharge	3
topiramate	hypoaesthesia	4
topiramate	asthma	4
topiramate	dysarthria	4
topiramate	dysphagia	4
topiramate	memory impairment	4
topiramate	amnesia	3
topiramate	lymphopenia	3
topiramate	abdominal discomfort	4
topiramate	affect lability	4
topiramate	vaginal discharge	4
topiramate	agitation	3
topiramate	eczema	3
topiramate	migraine	4
topiramate	depressed mood	4
topiramate	muscular weakness	4
topiramate	nail disorder	4
topiramate	pancreatitis acute	1
topiramate	urine output increased	3
topiramate	prothrombin level increased	4
topiramate	gingival bleeding	3
topiramate	deafness	4
topiramate	dry mouth	4
topiramate	orthostatic hypotension	3
topiramate	suicide attempt	4
topiramate	atrioventricular block	3
topiramate	nervous system disorder	2
topiramate	disturbance in sexual arousal	3
topiramate	coagulopathy	4
topiramate	gamma-glutamyltransferase increased	4
topiramate	rhinorrhoea	3
topiramate	dysphonia	3
topiramate	accommodation disorder	3
topiramate	pharyngeal oedema	4
topiramate	nervousness	5
topiramate	muscle spasms	4
topiramate	vision blurred	3
topiramate	nausea	3
topiramate	shock	4
topiramate	depression	3
topiramate	influenza like illness	4
topiramate	face oedema	3
topiramate	acne	4
topiramate	cognitive disorder	4
topiramate	urethral disorder	4
topiramate	infection	4
topiramate	cystitis noninfective	4
topiramate	hypertonia	4
topiramate	angina pectoris	3
topiramate	tension	5
topiramate	psychomotor retardation	4
topiramate	fatigue	4
topiramate	arthralgia	4
topiramate	bone pain	3
topiramate	haematoma	4
topiramate	hyperglycaemia	3
topiramate	irritability	5
topiramate	flushing	4
topiramate	gastrointestinal pain	3
topiramate	salivary hypersecretion	4
topiramate	chills	4
topiramate	abnormal behaviour	4
topiramate	muscle twitching	4
topiramate	melaena	3
topiramate	hypokalaemia	3
topiramate	vaginal haemorrhage	4
topiramate	anaemia	4
topiramate	alopecia	3
topiramate	urine abnormality	4
topiramate	purpura	4
topiramate	menopausal symptoms	4
topiramate	stomatitis	3
topiramate	pallor	4
topiramate	prostatic disorder	4
topiramate	euphoric mood	4
topiramate	hyperthyroidism	4
topiramate	road traffic accident	1
topiramate	rash maculo-papular	4
topiramate	amenorrhoea	4
topiramate	rash	3
topiramate	thrombocytosis	3
topiramate	dyspepsia	4
topiramate	alcohol intolerance	2
topiramate	abdominal pain	3
topiramate	congenital eye disorder	4
topiramate	bladder pain	4
topiramate	eye pain	1
topiramate	dysuria	4
topiramate	oedema peripheral	4
topiramate	haemorrhage	4
topiramate	pruritus generalised	3
topiramate	mood swings	4
topiramate	hypotension	3
topiramate	photosensitivity reaction	3
topiramate	delusion	3
topiramate	ataxia	4
topiramate	iritis	2
topiramate	libido increased	3
topiramate	suicidal ideation	1
topiramate	erectile dysfunction	4
topiramate	musculoskeletal discomfort	4
topiramate	epistaxis	4
topiramate	neurosis	4
topiramate	cerebellar syndrome	2
topiramate	aspartate aminotransferase increased	3
topiramate	hair texture abnormal	3
topiramate	deep vein thrombosis	3
topiramate	hypocalcaemia	3
topiramate	hypernatraemia	2
topiramate	visual impairment	3
fosphenytoin	cardiomegaly	3
fosphenytoin	asthenia	4
fosphenytoin	decreased appetite	3
fosphenytoin	hypokinesia	3
fosphenytoin	vulvovaginal mycotic infection	3
fosphenytoin	bundle branch block	3
fosphenytoin	leukopenia	3
fosphenytoin	tongue disorder	4
fosphenytoin	hyporeflexia	4
fosphenytoin	injection site reaction	4
fosphenytoin	somnolence	5
fosphenytoin	depressed level of consciousness	4
fosphenytoin	loss of consciousness	3
fosphenytoin	paraesthesia	4
fosphenytoin	constipation	4
fosphenytoin	ventricular extrasystoles	3
fosphenytoin	feeling abnormal	3
fosphenytoin	osteoarthritis	4
fosphenytoin	pharyngitis	3
fosphenytoin	cardiac arrest	3
fosphenytoin	pneumonia	4
fosphenytoin	bronchitis	3
fosphenytoin	injection site swelling	3
fosphenytoin	hyperaesthesia	3
fosphenytoin	coordination abnormal	4
fosphenytoin	dermatitis	4
fosphenytoin	hostility	3
fosphenytoin	sputum increased	3
fosphenytoin	encephalopathy	3
fosphenytoin	renal failure	3
fosphenytoin	cerebral haemorrhage	3
fosphenytoin	hypophosphataemia	3
fosphenytoin	haemoptysis	3
fosphenytoin	leukocytosis	3
fosphenytoin	sinusitis	3
fosphenytoin	parosmia	3
fosphenytoin	urinary incontinence	3
fosphenytoin	syncope	3
fosphenytoin	flatulence	3
fosphenytoin	brain oedema	4
fosphenytoin	diplopia	4
fosphenytoin	rhinitis	3
fosphenytoin	urticaria	3
fosphenytoin	hypotonia	3
fosphenytoin	ecchymosis	4
fosphenytoin	hyperacusis	3
fosphenytoin	personality disorder	3
fosphenytoin	polyuria	3
fosphenytoin	lymphadenopathy	3
fosphenytoin	cyanosis	3
fosphenytoin	gastrointestinal haemorrhage	3
fosphenytoin	psychotic disorder	3
fosphenytoin	diarrhoea	3
fosphenytoin	rash pustular	3
fosphenytoin	acidosis	3
fosphenytoin	vaginal infection	3
fosphenytoin	tachycardia	4
fosphenytoin	mydriasis	3
fosphenytoin	palpitations	3
fosphenytoin	dyspnoea	3
fosphenytoin	nystagmus	5
fosphenytoin	photophobia	3
fosphenytoin	subdural haematoma	3
fosphenytoin	insomnia	3
fosphenytoin	confusional state	3
fosphenytoin	injection site haemorrhage	3
fosphenytoin	cough	3
fosphenytoin	tongue oedema	3
fosphenytoin	skin discolouration	3
fosphenytoin	myalgia	3
fosphenytoin	urinary retention	3
fosphenytoin	intracranial pressure increased	4
fosphenytoin	tinnitus	4
fosphenytoin	rectal tenesmus	3
fosphenytoin	ketosis	3
fosphenytoin	coma	3
fosphenytoin	mental disability	4
fosphenytoin	hyperkinesia	3
fosphenytoin	ear pain	3
fosphenytoin	delirium	3
fosphenytoin	dehydration	3
fosphenytoin	amblyopia	4
fosphenytoin	albuminuria	3
fosphenytoin	cachexia	3
fosphenytoin	pelvic pain	4
fosphenytoin	paralysis	3
fosphenytoin	paraesthesia oral	3
fosphenytoin	dysgeusia	4
fosphenytoin	pneumonia aspiration	3
fosphenytoin	hypertension	4
fosphenytoin	meningitis	3
fosphenytoin	vertigo	4
fosphenytoin	influenza	3
fosphenytoin	ill-defined disorder	3
fosphenytoin	pulmonary embolism	3
fosphenytoin	hyperhidrosis	3
fosphenytoin	hyperkalaemia	3
fosphenytoin	conjunctivitis	3
fosphenytoin	vomiting	4
fosphenytoin	stupor	4
fosphenytoin	injury	4
fosphenytoin	increased bronchial secretion	3
fosphenytoin	ageusia	3
fosphenytoin	injection site pain	4
fosphenytoin	bradycardia	3
fosphenytoin	hypochromic anaemia	3
fosphenytoin	atelectasis	3
fosphenytoin	aphasia	3
fosphenytoin	pneumothorax	3
fosphenytoin	apnoea	3
fosphenytoin	headache	4
fosphenytoin	oliguria	3
fosphenytoin	sinus bradycardia	3
fosphenytoin	atrial flutter	3
fosphenytoin	ileus	3
fosphenytoin	dermatitis contact	3
fosphenytoin	gastritis	3
fosphenytoin	body temperature increased	4
fosphenytoin	speech disorder	4
fosphenytoin	dizziness	4
fosphenytoin	thrombocytopenia	3
fosphenytoin	myopathy	3
fosphenytoin	hypoaesthesia	4
fosphenytoin	asthma	3
fosphenytoin	dysarthria	4
fosphenytoin	cerebral infarction	3
fosphenytoin	dysphagia	3
fosphenytoin	sepsis	3
fosphenytoin	muscle relaxant therapy	3
fosphenytoin	amnesia	3
fosphenytoin	thinking abnormal	4
fosphenytoin	affect lability	3
fosphenytoin	skin mass	3
fosphenytoin	agitation	4
fosphenytoin	migraine	3
fosphenytoin	hyperventilation	3
fosphenytoin	muscular weakness	4
fosphenytoin	urine output increased	3
fosphenytoin	deafness	4
fosphenytoin	dry mouth	4
fosphenytoin	myoclonus	3
fosphenytoin	orthostatic hypotension	3
fosphenytoin	hyperreflexia	4
fosphenytoin	back pain	4
fosphenytoin	nervousness	4
fosphenytoin	muscle spasms	3
fosphenytoin	nausea	4
fosphenytoin	shock	3
fosphenytoin	cardiac failure congestive	3
fosphenytoin	tremor	4
fosphenytoin	face oedema	4
fosphenytoin	infection	4
fosphenytoin	tension	4
fosphenytoin	discomfort	3
fosphenytoin	thrombophlebitis	3
fosphenytoin	arthralgia	3
fosphenytoin	generalised oedema	3
fosphenytoin	hyperglycaemia	3
fosphenytoin	salivary hypersecretion	3
fosphenytoin	chills	4
fosphenytoin	muscle twitching	3
fosphenytoin	hypokalaemia	4
fosphenytoin	anaemia	3
fosphenytoin	hemiplegia	3
fosphenytoin	rash maculo-papular	3
fosphenytoin	rash	4
fosphenytoin	malaise	3
fosphenytoin	dyspepsia	3
fosphenytoin	eye pain	3
fosphenytoin	anorectal discomfort	3
fosphenytoin	akathisia	3
fosphenytoin	extrapyramidal disorder	4
fosphenytoin	petechiae	3
fosphenytoin	dysuria	3
fosphenytoin	injection site inflammation	3
fosphenytoin	mood swings	3
fosphenytoin	hypotension	4
fosphenytoin	photosensitivity reaction	3
fosphenytoin	liver function test abnormal	3
fosphenytoin	ataxia	4
fosphenytoin	fluid retention	3
fosphenytoin	musculoskeletal discomfort	3
fosphenytoin	epistaxis	3
fosphenytoin	neurosis	3
fosphenytoin	pruritus	4
fosphenytoin	proctalgia	3
fosphenytoin	vulvovaginal candidiasis	3
quetiapine	aggression	4
quetiapine	mania	3
quetiapine	disorientation	4
quetiapine	candida infection	3
quetiapine	asthenia	4
quetiapine	decreased appetite	4
quetiapine	sinus headache	4
quetiapine	haemorrhoids	3
quetiapine	gait disturbance	3
quetiapine	vulvovaginal mycotic infection	3
quetiapine	rectal haemorrhage	3
quetiapine	bundle branch block	3
quetiapine	leukopenia	4
quetiapine	tongue disorder	3
quetiapine	arthritis	3
quetiapine	hypoglycaemia	3
quetiapine	somnolence	5
quetiapine	depressed level of consciousness	3
quetiapine	loss of consciousness	4
quetiapine	paraesthesia	4
quetiapine	nasal congestion	4
quetiapine	constipation	4
quetiapine	choreoathetosis	2
quetiapine	orchitis noninfective	3
quetiapine	feeling abnormal	4
quetiapine	osteoarthritis	4
quetiapine	dyskinesia	3
quetiapine	pharyngitis	4
quetiapine	galactorrhoea	4
quetiapine	anxiety	4
quetiapine	pneumonia	3
quetiapine	hallucination	3
quetiapine	coordination abnormal	4
quetiapine	disturbance in attention	4
quetiapine	restless legs syndrome	4
quetiapine	dry eye	3
quetiapine	dermatitis	3
quetiapine	haematemesis	2
quetiapine	nasopharyngitis	4
quetiapine	blood creatinine increased	3
quetiapine	balance disorder	4
quetiapine	glossitis	2
quetiapine	leukocytosis	3
quetiapine	sinusitis	4
quetiapine	ejaculation disorder	3
quetiapine	urinary incontinence	3
quetiapine	syncope	4
quetiapine	seborrhoeic dermatitis	3
quetiapine	pollakiuria	4
quetiapine	flatulence	4
quetiapine	malnutrition	5
quetiapine	rhinitis	4
quetiapine	musculoskeletal stiffness	4
quetiapine	ecchymosis	3
quetiapine	abnormal dreams	4
quetiapine	flat affect	3
quetiapine	polyuria	2
quetiapine	lymphadenopathy	4
quetiapine	cyanosis	3
quetiapine	psychotic disorder	3
quetiapine	eosinophilia	3
quetiapine	diarrhoea	4
quetiapine	vaginal infection	3
quetiapine	pancreatitis	2
quetiapine	tachycardia	4
quetiapine	atrial fibrillation	2
quetiapine	palpitations	4
quetiapine	dyspnoea	4
quetiapine	sinus congestion	4
quetiapine	subdural haematoma	2
quetiapine	confusional state	4
quetiapine	hiccups	2
quetiapine	metrorrhagia	3
quetiapine	gastrooesophageal reflux disease	4
quetiapine	thirst	4
quetiapine	cough	4
quetiapine	ear disorder	4
quetiapine	tongue oedema	3
quetiapine	gastroenteritis	4
quetiapine	skin discolouration	2
quetiapine	myalgia	4
quetiapine	gingivitis	3
quetiapine	abdominal distension	3
quetiapine	pain	4
quetiapine	urinary retention	3
quetiapine	alanine aminotransferase increased	4
quetiapine	parkinsonism	4
quetiapine	weight increased	4
quetiapine	tinnitus	3
quetiapine	gout	2
quetiapine	lethargy	4
quetiapine	diabetes mellitus	3
quetiapine	arthropathy	4
quetiapine	mental disability	4
quetiapine	hyperlipidaemia	3
quetiapine	hyperkinesia	3
quetiapine	cystitis	3
quetiapine	increased appetite	4
quetiapine	toothache	4
quetiapine	ear pain	4
quetiapine	delirium	2
quetiapine	nocturia	2
quetiapine	dehydration	3
quetiapine	amblyopia	4
quetiapine	neuralgia	2
quetiapine	pelvic pain	3
quetiapine	atrioventricular block first degree	2
quetiapine	upper respiratory tract infection	4
quetiapine	blood alkaline phosphatase increased	3
quetiapine	dysgeusia	4
quetiapine	dysmenorrhoea	3
quetiapine	hypertension	4
quetiapine	vertigo	4
quetiapine	apathy	3
quetiapine	urinary tract disorder	4
quetiapine	influenza	4
quetiapine	ill-defined disorder	3
quetiapine	hyperhidrosis	4
quetiapine	conjunctivitis	3
quetiapine	vomiting	4
quetiapine	stupor	3
quetiapine	haemoglobin	4
quetiapine	weight decreased	3
quetiapine	viral diarrhoea	4
quetiapine	dry throat	4
quetiapine	skin ulcer	3
quetiapine	bradycardia	3
quetiapine	hypochromic anaemia	3
quetiapine	urinary tract infection	4
quetiapine	aphasia	2
quetiapine	pain in extremity	4
quetiapine	cerebral ischaemia	3
quetiapine	tooth abscess	4
quetiapine	tardive dyskinesia	3
quetiapine	gastrointestinal disorder	4
quetiapine	sluggishness	4
quetiapine	dermatitis contact	3
quetiapine	gastritis	3
quetiapine	paranoia	3
quetiapine	body temperature increased	4
quetiapine	speech disorder	4
quetiapine	dizziness	5
quetiapine	thrombocytopenia	2
quetiapine	hypoaesthesia	4
quetiapine	nuchal rigidity	4
quetiapine	asthma	3
quetiapine	dysarthria	4
quetiapine	dysphagia	4
quetiapine	amnesia	3
quetiapine	abdominal discomfort	4
quetiapine	thinking abnormal	4
quetiapine	affect lability	2
quetiapine	vaginal discharge	3
quetiapine	dental caries	3
quetiapine	glycosuria	2
quetiapine	bipolar i disorder	4
quetiapine	agitation	4
quetiapine	eczema	3
quetiapine	migraine	4
quetiapine	hyperventilation	2
quetiapine	muscular weakness	3
quetiapine	urine output increased	2
quetiapine	glaucoma	2
quetiapine	gingival bleeding	3
quetiapine	deafness	2
quetiapine	dry mouth	5
quetiapine	myoclonus	3
quetiapine	cerebrovascular accident	3
quetiapine	orthostatic hypotension	4
quetiapine	suicide attempt	3
quetiapine	disturbance in sexual arousal	3
quetiapine	bruxism	3
quetiapine	back pain	4
quetiapine	gamma-glutamyltransferase increased	4
quetiapine	hypothyroidism	4
quetiapine	accommodation disorder	2
quetiapine	muscle spasms	4
quetiapine	vision blurred	4
quetiapine	nausea	4
quetiapine	shock	4
quetiapine	neck pain	4
quetiapine	dermatitis exfoliative	2
quetiapine	depression	4
quetiapine	cardiac failure congestive	2
quetiapine	tremor	4
quetiapine	face oedema	3
quetiapine	acne	4
quetiapine	urethral disorder	4
quetiapine	psoriasis	2
quetiapine	infection	4
quetiapine	cystitis noninfective	3
quetiapine	hypertonia	4
quetiapine	angina pectoris	2
quetiapine	hypersomnia	4
quetiapine	discomfort	3
quetiapine	thrombophlebitis	3
quetiapine	fatigue	4
quetiapine	arthralgia	4
quetiapine	cardiac disorder	4
quetiapine	bone pain	3
quetiapine	dizziness postural	4
quetiapine	hyperglycaemia	3
quetiapine	irritability	4
quetiapine	gastrointestinal pain	4
quetiapine	salivary hypersecretion	3
quetiapine	chills	4
quetiapine	muscle twitching	4
quetiapine	melaena	2
quetiapine	hypokalaemia	2
quetiapine	vaginal haemorrhage	3
quetiapine	anaemia	3
quetiapine	hemiplegia	3
quetiapine	stomatitis	3
quetiapine	pallor	4
quetiapine	euphoric mood	2
quetiapine	hyperthyroidism	2
quetiapine	rash maculo-papular	3
quetiapine	amenorrhoea	3
quetiapine	rash	4
quetiapine	malaise	3
quetiapine	dyspepsia	4
quetiapine	alcohol intolerance	3
quetiapine	abdominal pain	4
quetiapine	bladder pain	3
quetiapine	contusion	4
quetiapine	eye pain	3
quetiapine	intestinal obstruction	2
quetiapine	extrapyramidal disorder	4
quetiapine	blepharitis	3
quetiapine	dysuria	3
quetiapine	oedema peripheral	3
quetiapine	haemorrhage	4
quetiapine	mood swings	2
quetiapine	hypotension	4
quetiapine	photosensitivity reaction	3
quetiapine	delusion	3
quetiapine	ataxia	4
quetiapine	libido increased	3
quetiapine	mouth ulceration	3
quetiapine	erectile dysfunction	4
quetiapine	musculoskeletal discomfort	4
quetiapine	libido decreased	3
quetiapine	electrocardiogram qt prolonged	3
quetiapine	gynaecomastia	2
quetiapine	epistaxis	4
quetiapine	aspartate aminotransferase increased	4
quetiapine	pruritus	3
quetiapine	seasonal allergy	4
quetiapine	muscle rigidity	4
quetiapine	vulvovaginal candidiasis	3
quetiapine	vulvovaginitis	3
quetiapine	visual impairment	3
ciprofloxacin	disorientation	3
ciprofloxacin	blood bilirubin increased	3
ciprofloxacin	panophthalmitis	2
ciprofloxacin	jaundice	3
ciprofloxacin	decreased appetite	3
ciprofloxacin	eye discharge	3
ciprofloxacin	gait disturbance	1
ciprofloxacin	vulvovaginal mycotic infection	4
ciprofloxacin	leukopenia	3
ciprofloxacin	arthritis	2
ciprofloxacin	hypoglycaemia	2
ciprofloxacin	loss of consciousness	2
ciprofloxacin	paraesthesia	2
ciprofloxacin	feeling abnormal	3
ciprofloxacin	anxiety	2
ciprofloxacin	hallucination	3
ciprofloxacin	hyperaesthesia	1
ciprofloxacin	dry eye	3
ciprofloxacin	dermatitis	3
ciprofloxacin	endophthalmitis	3
ciprofloxacin	fungal infection	4
ciprofloxacin	asthenopia	2
ciprofloxacin	renal failure	3
ciprofloxacin	nasopharyngitis	4
ciprofloxacin	leukocytosis	2
ciprofloxacin	clostridium difficile colitis	2
ciprofloxacin	syncope	2
ciprofloxacin	pollakiuria	4
ciprofloxacin	flatulence	3
ciprofloxacin	diplopia	2
ciprofloxacin	rhinitis	2
ciprofloxacin	urticaria	3
ciprofloxacin	abnormal dreams	2
ciprofloxacin	liver disorder	3
ciprofloxacin	eosinophilia	3
ciprofloxacin	diarrhoea	3
ciprofloxacin	vaginal infection	4
ciprofloxacin	status epilepticus	2
ciprofloxacin	tachycardia	3
ciprofloxacin	keratitis	2
ciprofloxacin	hypersensitivity	2
ciprofloxacin	photophobia	3
ciprofloxacin	confusional state	3
ciprofloxacin	oedema	3
ciprofloxacin	renal impairment	3
ciprofloxacin	myalgia	2
ciprofloxacin	neutropenia	2
ciprofloxacin	pain	3
ciprofloxacin	haemolytic anaemia	1
ciprofloxacin	intracranial pressure increased	1
ciprofloxacin	tinnitus	2
ciprofloxacin	lacrimation increased	3
ciprofloxacin	sleep disorder	3
ciprofloxacin	agranulocytosis	1
ciprofloxacin	ear pain	2
ciprofloxacin	ocular discomfort	4
ciprofloxacin	dermatitis bullous	2
ciprofloxacin	haematuria	3
ciprofloxacin	hepatitis	2
ciprofloxacin	pancytopenia	2
ciprofloxacin	laboratory test abnormal	2
ciprofloxacin	dysgeusia	4
ciprofloxacin	vertigo	3
ciprofloxacin	ill-defined disorder	3
ciprofloxacin	hyperhidrosis	2
ciprofloxacin	conjunctivitis	2
ciprofloxacin	vomiting	4
ciprofloxacin	amylase increased	2
ciprofloxacin	ocular hyperaemia	4
ciprofloxacin	eye swelling	3
ciprofloxacin	injection site pain	4
ciprofloxacin	erythema of eyelid	3
ciprofloxacin	blister	2
ciprofloxacin	headache	4
ciprofloxacin	sensation of foreign body	4
ciprofloxacin	body temperature increased	3
ciprofloxacin	vulvovaginal pruritus	4
ciprofloxacin	dizziness	3
ciprofloxacin	thrombocytopenia	3
ciprofloxacin	hypoaesthesia	2
ciprofloxacin	eye irritation	2
ciprofloxacin	agitation	4
ciprofloxacin	hepatic failure	1
ciprofloxacin	tubulointerstitial nephritis	2
ciprofloxacin	muscular weakness	1
ciprofloxacin	deafness	2
ciprofloxacin	toxic epidermal necrolysis	1
ciprofloxacin	muscle spasms	2
ciprofloxacin	vision blurred	3
ciprofloxacin	nausea	4
ciprofloxacin	shock	2
ciprofloxacin	dermatitis exfoliative	2
ciprofloxacin	tremor	2
ciprofloxacin	hypertonia	2
ciprofloxacin	eyelid oedema	3
ciprofloxacin	discomfort	4
ciprofloxacin	arthralgia	3
ciprofloxacin	hyperglycaemia	2
ciprofloxacin	gastrointestinal pain	3
ciprofloxacin	dysaesthesia	3
ciprofloxacin	punctate keratitis	2
ciprofloxacin	anaemia	2
ciprofloxacin	eye pruritus	3
ciprofloxacin	rash	3
ciprofloxacin	thrombocytosis	2
ciprofloxacin	malaise	3
ciprofloxacin	dyspepsia	4
ciprofloxacin	abdominal pain	3
ciprofloxacin	angioedema	2
ciprofloxacin	eye pain	3
ciprofloxacin	erythema nodosum	1
ciprofloxacin	micturition urgency	4
ciprofloxacin	hypotension	3
ciprofloxacin	photosensitivity reaction	2
ciprofloxacin	liver function test abnormal	4
ciprofloxacin	visual acuity reduced	3
ciprofloxacin	musculoskeletal discomfort	3
ciprofloxacin	conjunctival hyperaemia	2
ciprofloxacin	conjunctival oedema	3
ciprofloxacin	tendonitis	1
ciprofloxacin	pruritus	4
ciprofloxacin	vulvovaginal candidiasis	4
ciprofloxacin	visual impairment	3
umeclidinium.bromide	nasopharyngitis	4
umeclidinium.bromide	cough	4
umeclidinium.bromide	upper respiratory tract infection	4
umeclidinium.bromide	arthralgia	4
umeclidinium.bromide	musculoskeletal discomfort	4
ceftriaxone	leukopenia	4
ceftriaxone	paraesthesia	3
ceftriaxone	dermatitis	4
ceftriaxone	cholelithiasis	3
ceftriaxone	eosinophilia	4
ceftriaxone	diarrhoea	4
ceftriaxone	vaginal infection	3
ceftriaxone	pain	4
ceftriaxone	abdominal pain upper	3
ceftriaxone	headache	3
ceftriaxone	anaphylactic shock	3
ceftriaxone	glycosuria	3
ceftriaxone	tenderness	4
ceftriaxone	serum sickness	3
ceftriaxone	thrombophlebitis	3
ceftriaxone	anaemia	3
ceftriaxone	stomatitis	3
